timestamp,platform_type,platform_model,platform_id,mission_type,zone,event_details,weapons_used,detections,casualties_reported,battery_or_fuel,mission_outcome,summary
2025-02-18 02:22:38,Drone,MQ-9,MQ-9-2,Strike/Attack,Sector A2,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 1. Estimated casualties: 5.,Unguided Rocket,0,5,78% battery,Mission Completed,MQ-9-2 conducted a Strike/Attack in Sector A2. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-09-05 10:34:38,Jet,JAS 39,JAS 39-594,Close Air Support,Sector B1,Engagement: fired Cannon at armored vehicle. Confirmed hits: 0. Estimated casualties: 1.,Cannon,0,1,26% fuel,Mission Completed,JAS 39-594 conducted a Close Air Support in Sector B1. Weapons used: Cannon. Outcome: Mission Completed
2025-05-11 07:52:38,Drone,Grey Eagle,Grey Eagle-80,Strike/Attack,Sector A1,Engagement: fired Cannon at armored vehicle. Confirmed hits: 1. Estimated casualties: 5.,Cannon,0,5,94% battery,Aborted - Mechanical,Grey Eagle-80 conducted a Strike/Attack in Sector A1. Weapons used: Cannon. Outcome: Aborted - Mechanical
2025-01-11 00:24:38,Drone,RQ-11,RQ-11-38,Patrol,Perimeter North,Thermal Sensor capture: collected 373 images. No suspicious objects detected.,None,0,0,86% battery,Target Engaged,RQ-11-38 performed Patrol in Perimeter North. No suspicious objects detected. Outcome: Target Engaged
2025-09-13 11:54:38,Drone,MQ-1,MQ-1-65,Electronic Warfare,Corridor 7,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 1. Estimated casualties: 2.,Unguided Rocket,0,2,60% battery,No Target Found,MQ-1-65 conducted a Electronic Warfare in Corridor 7. Weapons used: Unguided Rocket. Outcome: No Target Found
2025-07-31 21:07:38,Drone,MQ-9,MQ-9-88,Strike/Attack,Zone X5,Engagement: fired Unguided Rocket at radar installation. Confirmed hits: 0. Estimated casualties: 5.,Unguided Rocket,0,5,42% battery,Return to Base - Low Fuel,MQ-9-88 conducted a Strike/Attack in Zone X5. Weapons used: Unguided Rocket. Outcome: Return to Base - Low Fuel
2025-03-08 00:34:38,Drone,Hermes 450,Hermes 450-36,Reconnaissance,Sector B1,RADAR capture: collected 80 images. No suspicious objects detected.,None,0,0,96% battery,Target Engaged,Hermes 450-36 performed Reconnaissance in Sector B1. No suspicious objects detected. Outcome: Target Engaged
2025-04-20 21:50:38,Drone,Bayraktar,Bayraktar-31,Close Air Support,Sector B1,Engagement: fired Unguided Rocket at radar installation. Confirmed hits: 2. Estimated casualties: 3.,Unguided Rocket,0,3,26% battery,Mission Completed,Bayraktar-31 conducted a Close Air Support in Sector B1. Weapons used: Unguided Rocket. Outcome: Mission Completed
2024-11-23 21:36:38,Drone,Hermes 450,Hermes 450-70,Patrol,Sector B2,Thermal Sensor capture: collected 371 images. No suspicious objects detected.,Precision-Guided Munition,0,0,28% battery,No Target Found,Hermes 450-70 performed Patrol in Sector B2. No suspicious objects detected. Outcome: No Target Found
2024-11-13 17:12:38,Drone,MQ-9,MQ-9-9,Close Air Support,Corridor 7,Engagement: fired Precision-Guided Munition at enemy outpost. Confirmed hits: 1. Estimated casualties: 2.,Precision-Guided Munition,0,2,62% battery,Mission Completed,MQ-9-9 conducted a Close Air Support in Corridor 7. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2024-11-20 16:53:38,Jet,MiG-29,MiG-29-897,Reconnaissance,Sector A2,RADAR capture: collected 400 images. Detected 1 suspicious object(s).,Unguided Rocket,400,0,83% fuel,Mission Completed,MiG-29-897 performed Reconnaissance in Sector A2. Detected 400 suspicious objects. Outcome: Mission Completed
2024-10-25 10:41:38,Drone,MQ-1,MQ-1-88,Surveillance,Zone X5,RADAR capture: collected 254 images. No suspicious objects detected.,Missile,0,0,93% battery,Aborted - Mechanical,MQ-1-88 performed Surveillance in Zone X5. No suspicious objects detected. Outcome: Aborted - Mechanical
2024-12-21 18:54:38,Jet,F-18,F-18-585,Reconnaissance,Sector B1,Thermal Sensor capture: collected 219 images. No suspicious objects detected.,Missile,0,0,33% fuel,No Target Found,F-18-585 performed Reconnaissance in Sector B1. No suspicious objects detected. Outcome: No Target Found
2025-07-27 03:36:38,Drone,MQ-1,MQ-1-9,Reconnaissance,Checkpoint Delta,Camera capture: collected 176 images. Detected 4 suspicious object(s).,None,176,0,15% battery,Target Engaged,MQ-1-9 performed Reconnaissance in Checkpoint Delta. Detected 176 suspicious objects. Outcome: Target Engaged
2025-07-16 05:25:38,Jet,Typhoon,Typhoon-503,Close Air Support,Hilltop 4,Engagement: fired Precision-Guided Munition at armored vehicle. Confirmed hits: 2. Estimated casualties: 2.,Precision-Guided Munition,0,2,10% fuel,Return to Base - Low Fuel,Typhoon-503 conducted a Close Air Support in Hilltop 4. Weapons used: Precision-Guided Munition. Outcome: Return to Base - Low Fuel
2025-06-27 00:25:38,Drone,Hermes 450,Hermes 450-69,Electronic Warfare,Sector A1,Engagement: fired Missile at armored vehicle. Confirmed hits: 1. Estimated casualties: 2.,Missile,0,2,60% battery,Return to Base - Low Fuel,Hermes 450-69 conducted a Electronic Warfare in Sector A1. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2025-07-24 13:36:38,Jet,F-18,F-18-270,Electronic Warfare,Zone X3,Engagement: fired Missile at radar installation. Confirmed hits: 2. Estimated casualties: 5.,Missile,0,5,62% fuel,Mission Completed,F-18-270 conducted a Electronic Warfare in Zone X3. Weapons used: Missile. Outcome: Mission Completed
2024-11-23 00:18:38,Drone,MQ-1,MQ-1-75,Patrol,Corridor 7,Camera capture: collected 175 images. Detected 4 suspicious object(s).,None,175,0,85% battery,Return to Base - Low Fuel,MQ-1-75 performed Patrol in Corridor 7. Detected 175 suspicious objects. Outcome: Return to Base - Low Fuel
2025-09-04 08:50:38,Drone,Bayraktar,Bayraktar-12,Strike/Attack,Zone X5,Engagement: fired Precision-Guided Munition at enemy outpost. Confirmed hits: 0. Estimated casualties: 0.,Precision-Guided Munition,0,0,100% battery,Target Engaged,Bayraktar-12 conducted a Strike/Attack in Zone X5. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-06-03 07:02:38,Jet,F-16,F-16-636,Patrol,Perimeter North,Camera capture: collected 203 images. Detected 3 suspicious object(s).,Precision-Guided Munition,203,0,26% fuel,Return to Base - Low Fuel,F-16-636 performed Patrol in Perimeter North. Detected 203 suspicious objects. Outcome: Return to Base - Low Fuel
2025-04-16 21:11:38,Drone,MQ-1,MQ-1-19,Reconnaissance,Sector A1,Thermal Sensor capture: collected 383 images. Detected 4 suspicious object(s).,None,383,0,25% battery,Return to Base - Low Fuel,MQ-1-19 performed Reconnaissance in Sector A1. Detected 383 suspicious objects. Outcome: Return to Base - Low Fuel
2025-05-07 03:46:38,Drone,RQ-11,RQ-11-80,Strike/Attack,Sector A1,Engagement: fired Precision-Guided Munition at hostile personnel. Confirmed hits: 2. Estimated casualties: 0.,Precision-Guided Munition,0,0,37% battery,Target Engaged,RQ-11-80 conducted a Strike/Attack in Sector A1. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-07-19 06:52:38,Jet,F-18,F-18-519,Electronic Warfare,Sector A2,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 1. Estimated casualties: 0.,Unguided Rocket,0,0,28% fuel,Mission Completed,F-18-519 conducted a Electronic Warfare in Sector A2. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-07-19 21:13:38,Jet,F-16,F-16-248,Surveillance,Hilltop 4,Camera capture: collected 481 images. No suspicious objects detected.,None,0,0,58% fuel,Forced Landing,F-16-248 performed Surveillance in Hilltop 4. No suspicious objects detected. Outcome: Forced Landing
2025-07-05 05:03:38,Drone,Grey Eagle,Grey Eagle-37,Close Air Support,Hilltop 4,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 0. Estimated casualties: 0.,Unguided Rocket,0,0,48% battery,Mission Completed,Grey Eagle-37 conducted a Close Air Support in Hilltop 4. Weapons used: Unguided Rocket. Outcome: Mission Completed
2024-10-17 21:22:38,Jet,F-16,F-16-876,Electronic Warfare,Corridor 7,Engagement: fired Precision-Guided Munition at enemy outpost. Confirmed hits: 1. Estimated casualties: 1.,Precision-Guided Munition,0,1,72% fuel,Aborted - Weather,F-16-876 conducted a Electronic Warfare in Corridor 7. Weapons used: Precision-Guided Munition. Outcome: Aborted - Weather
2024-11-09 06:38:38,Drone,Grey Eagle,Grey Eagle-27,Close Air Support,Sector A1,Engagement: fired Precision-Guided Munition at radar installation. Confirmed hits: 2. Estimated casualties: 5.,Precision-Guided Munition,0,5,98% battery,Target Engaged,Grey Eagle-27 conducted a Close Air Support in Sector A1. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-06-11 06:31:38,Jet,F-18,F-18-723,Strike/Attack,Zone X3,Engagement: fired Missile at fuel depot. Confirmed hits: 2. Estimated casualties: 3.,Missile,0,3,98% fuel,Target Engaged,F-18-723 conducted a Strike/Attack in Zone X3. Weapons used: Missile. Outcome: Target Engaged
2024-12-22 11:59:38,Jet,MiG-29,MiG-29-724,Reconnaissance,Zone X3,RADAR capture: collected 22 images. Detected 4 suspicious object(s).,Precision-Guided Munition,22,0,20% fuel,No Target Found,MiG-29-724 performed Reconnaissance in Zone X3. Detected 22 suspicious objects. Outcome: No Target Found
2025-03-03 23:27:38,Drone,Hermes 450,Hermes 450-54,Electronic Warfare,Sector A1,Engagement: fired Precision-Guided Munition at enemy outpost. Confirmed hits: 1. Estimated casualties: 5.,Precision-Guided Munition,0,5,46% battery,Mission Completed,Hermes 450-54 conducted a Electronic Warfare in Sector A1. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2025-02-26 11:59:38,Drone,MQ-9,MQ-9-39,Close Air Support,Corridor 7,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 2. Estimated casualties: 5.,Unguided Rocket,0,5,82% battery,Target Engaged,MQ-9-39 conducted a Close Air Support in Corridor 7. Weapons used: Unguided Rocket. Outcome: Target Engaged
2025-08-25 03:50:38,Drone,MQ-1,MQ-1-25,Strike/Attack,Zone X5,Engagement: fired Precision-Guided Munition at hostile personnel. Confirmed hits: 1. Estimated casualties: 2.,Precision-Guided Munition,0,2,29% battery,Target Engaged,MQ-1-25 conducted a Strike/Attack in Zone X5. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-06-07 21:28:38,Jet,F-18,F-18-902,Electronic Warfare,Sector A1,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 1. Estimated casualties: 3.,Precision-Guided Munition,0,3,92% fuel,Mission Completed,F-18-902 conducted a Electronic Warfare in Sector A1. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2025-03-07 00:32:38,Jet,F-16,F-16-252,Strike/Attack,Sector A1,Engagement: fired Missile at radar installation. Confirmed hits: 2. Estimated casualties: 0.,Missile,0,0,81% fuel,Mission Completed,F-16-252 conducted a Strike/Attack in Sector A1. Weapons used: Missile. Outcome: Mission Completed
2025-04-13 14:23:38,Jet,Typhoon,Typhoon-826,Surveillance,Zone X3,Thermal Sensor capture: collected 459 images. Detected 1 suspicious object(s).,Missile,459,0,43% fuel,Mission Completed,Typhoon-826 performed Surveillance in Zone X3. Detected 459 suspicious objects. Outcome: Mission Completed
2024-12-26 14:20:38,Jet,MiG-29,MiG-29-214,Strike/Attack,Sector A1,Engagement: fired Precision-Guided Munition at radar installation. Confirmed hits: 2. Estimated casualties: 3.,Precision-Guided Munition,0,3,24% fuel,Mission Completed,MiG-29-214 conducted a Strike/Attack in Sector A1. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2024-11-04 04:35:38,Jet,JAS 39,JAS 39-417,Strike/Attack,Sector B1,Engagement: fired Missile at enemy outpost. Confirmed hits: 0. Estimated casualties: 2.,Missile,0,2,54% fuel,No Target Found,JAS 39-417 conducted a Strike/Attack in Sector B1. Weapons used: Missile. Outcome: No Target Found
2024-10-28 22:21:38,Drone,RQ-11,RQ-11-40,Surveillance,Hilltop 4,Camera capture: collected 465 images. No suspicious objects detected.,None,0,0,94% battery,No Target Found,RQ-11-40 performed Surveillance in Hilltop 4. No suspicious objects detected. Outcome: No Target Found
2025-02-25 18:04:38,Drone,Hermes 450,Hermes 450-98,Strike/Attack,Sector B2,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 1. Estimated casualties: 2.,Unguided Rocket,0,2,95% battery,Mission Completed,Hermes 450-98 conducted a Strike/Attack in Sector B2. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-07-30 05:24:38,Drone,MQ-1,MQ-1-36,Surveillance,Sector A1,RADAR capture: collected 62 images. Detected 1 suspicious object(s).,None,62,0,50% battery,Mission Completed,MQ-1-36 performed Surveillance in Sector A1. Detected 62 suspicious objects. Outcome: Mission Completed
2025-02-21 07:49:38,Jet,JAS 39,JAS 39-350,Reconnaissance,Sector A2,Camera capture: collected 183 images. Detected 4 suspicious object(s).,Camera,183,0,8% fuel,Target Engaged,JAS 39-350 performed Reconnaissance in Sector A2. Detected 183 suspicious objects. Outcome: Target Engaged
2025-04-21 00:03:38,Drone,RQ-11,RQ-11-50,Surveillance,Sector A2,RADAR capture: collected 370 images. Detected 4 suspicious object(s).,None,370,0,52% battery,Return to Base - Low Fuel,RQ-11-50 performed Surveillance in Sector A2. Detected 370 suspicious objects. Outcome: Return to Base - Low Fuel
2025-09-07 01:58:38,Drone,Bayraktar,Bayraktar-73,Reconnaissance,Sector A2,RADAR capture: collected 243 images. Detected 1 suspicious object(s).,None,243,0,69% battery,Target Engaged,Bayraktar-73 performed Reconnaissance in Sector A2. Detected 243 suspicious objects. Outcome: Target Engaged
2025-04-02 17:36:38,Drone,MQ-1,MQ-1-79,Strike/Attack,Zone X5,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 2. Estimated casualties: 2.,Unguided Rocket,0,2,13% battery,Mission Completed,MQ-1-79 conducted a Strike/Attack in Zone X5. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-02-05 23:30:38,Drone,MQ-9,MQ-9-62,Electronic Warfare,Sector B1,Engagement: fired Missile at radar installation. Confirmed hits: 0. Estimated casualties: 2.,Missile,0,2,23% battery,Mission Completed,MQ-9-62 conducted a Electronic Warfare in Sector B1. Weapons used: Missile. Outcome: Mission Completed
2025-07-14 01:07:38,Drone,MQ-9,MQ-9-69,Electronic Warfare,Perimeter North,Engagement: fired Missile at radar installation. Confirmed hits: 1. Estimated casualties: 2.,Missile,0,2,59% battery,Mission Completed,MQ-9-69 conducted a Electronic Warfare in Perimeter North. Weapons used: Missile. Outcome: Mission Completed
2025-07-01 22:26:38,Drone,Grey Eagle,Grey Eagle-76,Electronic Warfare,Perimeter North,Engagement: fired Missile at enemy outpost. Confirmed hits: 0. Estimated casualties: 5.,Missile,0,5,83% battery,Return to Base - Low Fuel,Grey Eagle-76 conducted a Electronic Warfare in Perimeter North. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2025-06-25 15:44:38,Drone,Hermes 450,Hermes 450-77,Electronic Warfare,Zone X5,Engagement: fired Missile at hostile personnel. Confirmed hits: 1. Estimated casualties: 2.,Missile,0,2,18% battery,Target Engaged,Hermes 450-77 conducted a Electronic Warfare in Zone X5. Weapons used: Missile. Outcome: Target Engaged
2024-10-30 18:44:38,Jet,Typhoon,Typhoon-606,Patrol,Sector A1,Camera capture: collected 81 images. No suspicious objects detected.,Cannon,0,0,24% fuel,Target Engaged,Typhoon-606 performed Patrol in Sector A1. No suspicious objects detected. Outcome: Target Engaged
2024-12-23 18:35:38,Jet,F-18,F-18-730,Close Air Support,Checkpoint Delta,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 1. Estimated casualties: 2.,Unguided Rocket,0,2,96% fuel,Shot Down,F-18-730 conducted a Close Air Support in Checkpoint Delta. Weapons used: Unguided Rocket. Outcome: Shot Down
2025-06-03 00:46:38,Jet,F-16,F-16-696,Surveillance,Hilltop 4,Camera capture: collected 75 images. Detected 1 suspicious object(s).,Thermal Sensor,75,0,75% fuel,Return to Base - Low Fuel,F-16-696 performed Surveillance in Hilltop 4. Detected 75 suspicious objects. Outcome: Return to Base - Low Fuel
2025-02-05 12:07:38,Drone,Grey Eagle,Grey Eagle-72,Strike/Attack,Sector A2,Engagement: fired Cannon at hostile personnel. Confirmed hits: 1. Estimated casualties: 5.,Cannon,0,5,58% battery,Aborted - Weather,Grey Eagle-72 conducted a Strike/Attack in Sector A2. Weapons used: Cannon. Outcome: Aborted - Weather
2025-05-15 16:04:38,Jet,JAS 39,JAS 39-316,Patrol,Sector B1,Thermal Sensor capture: collected 294 images. Detected 3 suspicious object(s).,Precision-Guided Munition,294,0,58% fuel,Mission Completed,JAS 39-316 performed Patrol in Sector B1. Detected 294 suspicious objects. Outcome: Mission Completed
2024-11-27 11:48:38,Drone,MQ-1,MQ-1-2,Surveillance,Sector A1,Camera capture: collected 259 images. Detected 3 suspicious object(s).,None,259,0,92% battery,Return to Base - Low Fuel,MQ-1-2 performed Surveillance in Sector A1. Detected 259 suspicious objects. Outcome: Return to Base - Low Fuel
2025-05-05 04:19:38,Jet,JAS 39,JAS 39-535,Close Air Support,Sector B1,Engagement: fired Cannon at radar installation. Confirmed hits: 2. Estimated casualties: 1.,Cannon,0,1,33% fuel,Mission Completed,JAS 39-535 conducted a Close Air Support in Sector B1. Weapons used: Cannon. Outcome: Mission Completed
2025-09-14 04:09:38,Drone,Hermes 450,Hermes 450-64,Patrol,Sector B2,Camera capture: collected 220 images. Detected 2 suspicious object(s).,Unguided Rocket,220,0,71% battery,No Target Found,Hermes 450-64 performed Patrol in Sector B2. Detected 220 suspicious objects. Outcome: No Target Found
2024-11-26 11:38:38,Drone,Hermes 450,Hermes 450-62,Patrol,Sector A2,Thermal Sensor capture: collected 279 images. Detected 1 suspicious object(s).,None,279,0,76% battery,Return to Base - Low Fuel,Hermes 450-62 performed Patrol in Sector A2. Detected 279 suspicious objects. Outcome: Return to Base - Low Fuel
